frame,x,y,label
2020.10.16/Труба 4/1_287.frame,254,482,0
2020.10.16/Труба 4/1_287.frame,597,273,9
2020.10.16/Труба 4/1_287.frame,155,153,0
2020.10.16/Труба 4/1_287.frame,155,330,0
2020.10.16/Труба 5/5_598.frame,856,283,1
2020.10.16/Труба 5/5_598.frame,850,462,1
2020.10.16/Труба 5/5_598.frame,627,94,0
2020.10.16/Труба 5/5_598.frame,509,448,0
2020.10.16/Труба 7/0_106.frame,737,244,0
2020.10.16/Труба 7/0_106.frame,736,433,0
2020.10.16/Труба 7/0_106.frame,310,83,0
2020.10.16/Труба 7/0_106.frame,440,85,0
2020.10.16/Труба 7/0_106.frame,745,153,0
2020.10.16/Труба 7/0_106.frame,804,389,0
2020.10.16/Труба 7/2_140.frame,667,188,0
2020.10.16/Труба 7/2_140.frame,841,422,0
2020.10.16/Труба 7/2_140.frame,804,94,0
2020.10.16/Труба 7/2_140.frame,686,153,0
2020.10.16/Труба 7/2_140.frame,745,153,0
2020.10.16/Труба 7/2_147.frame,789,435,0
2020.10.16/Труба 7/2_147.frame,804,389,0
2020.10.16/Труба 9/0_114.frame,745,153,0
2020.10.16/Труба 9/0_115.frame,214,94,0
2020.10.16/Труба 9/0_115.frame,745,94,0
2020.10.16/Труба 9/0_115.frame,804,94,0
2020.10.16/Труба 9/1_115.frame,672,188,0
2020.10.16/Труба 9/1_115.frame,732,369,0
2020.10.16/Труба 9/1_115.frame,657,478,0
2020.10.16/Труба 9/1_115.frame,804,212,0
2020.10.16/Труба 9/1_115.frame,686,330,0
2020.10.16/Труба 9/1_115.frame,804,330,0
2020.10.16/Труба 9/1_115.frame,155,448,0
2020.10.16/Труба 9/1_115.frame,804,448,0
2020.10.16/Труба 9/5_115.frame,155,330,0
2020.10.16/Труба 9/5_115.frame,273,330,0
2020.10.17/Труба 3/3_503.frame,391,389,0
2020.10.17/Труба 4/0_095.frame,667,366,0
2020.10.17/Труба 4/0_095.frame,391,389,0
2020.10.17/Труба 4/0_095.frame,568,448,0
2020.10.17/Труба 4/1_106.frame,672,432,0
2020.10.17/Труба 4/1_106.frame,829,362,0
2020.10.17/Труба 4/1_106.frame,804,153,0
2020.10.17/Труба 4/1_106.frame,273,94,0
2020.10.17/Труба 4/1_106.frame,568,271,0
2020.10.17/Труба 4/1_106.frame,155,389,0
2020.10.17/Труба 4/1_106.frame,686,389,0
2020.10.17/Труба 4/1_106.frame,214,507,0
2020.10.17/Труба 4/1_117.frame,741,70,1
2020.10.17/Труба 4/1_117.frame,741,249,1
2020.10.17/Труба 4/1_117.frame,749,527,1
2020.10.17/Труба 4/1_117.frame,391,94,0
2020.10.17/Труба 4/1_117.frame,214,271,0
2020.10.17/Труба 4/1_117.frame,391,389,0
2020.10.17/Труба 4/1_117.frame,450,389,0
2020.10.17/Труба 4/1_117.frame,214,507,0
2020.10.17/Труба 4/1_166.frame,603,329,0
2020.10.17/Труба 4/1_166.frame,633,394,0
2020.10.17/Труба 4/1_166.frame,568,394,0
2020.10.17/Труба 4/1_166.frame,568,153,0
2020.10.17/Труба 4/1_166.frame,155,448,0
2020.10.17/Труба 4/1_753.frame,509,271,0
2020.10.17/Труба 4/1_753.frame,273,389,0
2020.10.17/Труба 4/1_754.frame,214,153,0
2020.10.17/Труба 4/1_754.frame,273,153,0
2020.10.17/Труба 4/1_754.frame,391,271,0
2020.10.17/Труба 4/1_755.frame,273,389,0
2020.10.17/Труба 4/1_755.frame,391,389,0
2020.10.17/Труба 4/1_755.frame,273,507,0
2020.10.17/Труба 4/1_755.frame,391,507,0
2020.10.17/Труба 4/2_138.frame,391,389,0
2020.10.17/Труба 4/2_139.frame,214,94,0
2020.10.17/Труба 4/2_139.frame,686,153,0
2020.10.17/Труба 4/2_139.frame,450,212,0
2020.10.17/Труба 4/2_139.frame,686,271,0
2020.10.17/Труба 4/2_139.frame,804,271,0
2020.10.17/Труба 4/2_139.frame,686,389,0
2020.10.17/Труба 4/2_149.frame,450,448,0
2020.10.17/Труба 4/3_128.frame,548,312,0
2020.10.17/Труба 4/3_128.frame,724,426,0
2020.10.17/Труба 4/3_128.frame,841,369,0
2020.10.17/Труба 4/3_128.frame,214,448,0
2020.10.17/Труба 4/3_128.frame,745,507,0
2020.10.17/Труба 4/3_139.frame,773,421,0
2020.10.17/Труба 4/3_139.frame,773,490,0
2020.10.17/Труба 4/3_150.frame,232,325,1
2020.10.17/Труба 4/3_150.frame,231,209,1
2020.10.17/Труба 4/3_150.frame,242,503,1
2020.10.17/Труба 4/3_171.frame,509,153,0
2020.10.17/Труба 4/3_171.frame,745,153,0
2020.10.17/Труба 4/3_171.frame,686,212,0
2020.10.17/Труба 4/3_182.frame,493,315,0
2020.10.17/Труба 4/3_182.frame,509,507,0
2020.10.17/Труба 4/3_204.frame,310,431,0
2020.10.17/Труба 4/3_204.frame,615,483,0
2020.10.17/Труба 4/3_204.frame,804,271,0
2020.10.17/Труба 4/3_204.frame,509,448,0
2020.10.17/Труба 4/3_281.frame,856,266,1
2020.10.17/Труба 4/3_281.frame,826,213,1
2020.10.17/Труба 4/3_292.frame,332,389,0
2020.10.17/Труба 4/3_303.frame,804,212,0
2020.10.17/Труба 4/3_336.frame,745,94,0
2020.10.17/Труба 4/3_380.frame,509,94,0
2020.10.17/Труба 4/3_380.frame,568,271,0
2020.10.17/Труба 4/4_258.frame,175,301,0
2020.10.17/Труба 4/4_258.frame,344,268,0
2020.10.17/Труба 4/4_258.frame,216,374,0
2020.10.17/Труба 4/4_258.frame,571,337,0
2020.10.17/Труба 4/4_258.frame,76,450,0
2020.10.17/Труба 4/4_258.frame,332,330,0
2020.10.17/Труба 4/4_258.frame,627,330,0
2020.10.17/Труба 4/4_258.frame,509,389,0
2020.10.17/Труба 4/4_258.frame,686,389,0
2020.10.17/Труба 4/4_325.frame,273,94,0
2020.10.17/Труба 4/4_325.frame,627,153,0
2020.10.17/Труба 4/4_325.frame,273,212,0
2020.10.17/Труба 4/4_325.frame,686,212,0
2020.10.17/Труба 4/4_325.frame,391,389,0
2020.10.17/Труба 4/4_325.frame,627,389,0
2020.10.17/Труба 4/4_325.frame,509,448,0
2020.10.17/Труба 4/4_325.frame,745,448,0
2020.10.17/Труба 4/4_390.frame,804,153,0
2020.10.17/Труба 4/4_390.frame,155,389,0
2020.10.17/Труба 4/4_390.frame,686,448,0
2020.10.17/Труба 4/4_390.frame,450,507,0
2020.10.17/Труба 5/0_766.frame,270,248,0
2020.10.17/Труба 5/0_766.frame,92,319,0
2020.10.17/Труба 5/0_766.frame,132,291,0
2020.10.17/Труба 5/0_766.frame,177,284,0
2020.10.17/Труба 5/0_766.frame,329,194,0
2020.10.17/Труба 5/0_766.frame,310,290,0
2020.10.17/Труба 5/0_766.frame,509,94,0
2020.10.17/Труба 5/0_766.frame,332,212,0
2020.10.17/Труба 5/0_766.frame,804,212,0
2020.10.17/Труба 5/0_766.frame,391,271,0
2020.10.17/Труба 5/0_766.frame,686,271,0
2020.10.17/Труба 5/0_766.frame,568,330,0
2020.10.17/Труба 5/0_766.frame,332,507,0
2020.10.17/Труба 5/0_767.frame,548,150,0
2020.10.17/Труба 5/0_767.frame,375,427,0
2020.10.17/Труба 5/0_767.frame,730,481,0
2020.10.17/Труба 5/0_767.frame,745,330,0
2020.10.17/Труба 5/0_767.frame,332,389,0
2020.10.17/Труба 5/0_767.frame,804,507,0
2020.10.17/Труба 5/3_483.frame,728,483,0
2020.10.17/Труба 5/3_484.frame,676,265,1
2020.10.17/Труба 5/3_484.frame,676,93,1
2020.10.17/Труба 5/3_484.frame,155,212,0
2020.10.17/Труба 5/3_484.frame,391,212,0
2020.10.17/Труба 5/3_755.frame,665,480,0
2020.10.17/Труба 5/3_755.frame,360,363,9
2020.10.17/Труба 5/3_755.frame,745,448,0
2020.10.17/Труба 5/5_098.frame,818,88,0
2020.10.17/Труба 5/5_098.frame,850,85,0
2020.10.17/Труба 5/5_098.frame,835,75,0
2020.10.17/Труба 5/5_098.frame,304,324,0
2020.10.17/Труба 5/5_098.frame,496,320,0
2020.10.17/Труба 5/5_098.frame,804,153,0
2020.10.17/Труба 5/5_098.frame,804,271,0
2020.10.17/Труба 5/5_099.frame,495,140,0
2020.10.17/Труба 5/5_099.frame,543,132,0
2020.10.17/Труба 5/5_099.frame,450,153,0
2020.10.17/Труба 5/5_099.frame,627,389,0
2020.10.17/Труба 5/5_766.frame,875,284,0
2020.10.17/Труба 5/5_766.frame,722,289,0
2020.10.17/Труба 5/5_766.frame,787,343,0
2020.10.17/Труба 5/5_766.frame,822,255,0
2020.10.17/Труба 5/5_766.frame,431,303,0
2020.10.17/Труба 5/5_766.frame,594,398,0
2020.10.17/Труба 5/5_766.frame,332,271,0
2020.10.17/Труба 5/5_766.frame,745,389,0
2020.10.17/Труба 5/5_766.frame,391,448,0
2020.10.17/Труба 6/5_131.frame,677,314,0
2020.10.17/Труба 6/5_131.frame,568,212,0
2020.10.17/Труба 6/5_131.frame,568,389,0
2020.10.17/Труба 6/5_131.frame,568,507,0
2020.10.17/Труба 6/5_131.frame,745,507,0
2020.10.17/Труба 6/5_815.frame,808,100,0
2020.10.17/Труба 6/5_815.frame,120,498,1
2020.10.17/Труба 6/5_815.frame,114,366,1
2020.10.17/Труба 6/5_815.frame,117,226,1
2020.10.17/Труба 6/5_815.frame,125,96,1
2020.10.17/Труба 6/5_816.frame,198,427,0
2020.10.17/Труба 6/5_816.frame,128,360,1
2020.10.17/Труба 6/5_816.frame,118,283,1
2020.10.17/Труба 6/5_816.frame,115,134,1
2020.10.17/Труба 6/5_816.frame,804,389,0
2020.10.17/Труба 7/4_816.frame,804,330,0
2020.10.17/Труба 7/4_817.frame,745,153,0
2020.10.17/Труба 7/4_818.frame,214,212,0
2020.10.17/Труба 7/4_818.frame,627,212,0
2020.10.17/Труба 7/4_818.frame,745,389,0
2020.10.20/0_815.frame,736,115,1
2020.10.20/0_815.frame,739,283,1
2020.10.20/0_815.frame,380,96,1
2020.10.20/0_815.frame,155,212,0
2020.10.20/1_293.frame,332,94,0
2020.10.20/1_293.frame,155,212,0
2020.10.20/1_293.frame,155,271,0
2020.10.20/2_312.frame,568,330,0
2020.10.20/2_312.frame,568,448,0
2020.10.20/2_425.frame,568,153,0
2020.10.20/2_425.frame,627,212,0
2020.10.20/2_425.frame,450,271,0
2020.10.20/2_425.frame,686,271,0
2020.10.20/2_425.frame,745,330,0
2020.10.20/2_669.frame,320,473,0
2020.10.20/2_669.frame,84,540,0
2020.10.20/2_669.frame,499,517,1
2020.10.20/2_669.frame,835,97,1
2020.10.20/3_765.frame,77,473,0
2020.10.20/3_765.frame,391,212,0
2020.10.20/4_297.frame,450,94,0
2020.10.20/4_297.frame,391,389,0
2020.10.20/4_297.frame,391,507,0
2020.10.20/4_658.frame,314,398,0
2020.10.20/4_658.frame,450,94,0
2020.10.20/5_402.frame,357,301,1
2020.10.20/dist_6_frame_2.frame,627,271,0
2020.10.20/dist_6_frame_2.frame,214,389,0
2020.10.20/dist_6_frame_2.frame,155,507,0
2020.10.20/dist_6_frame_4.frame,740,416,0
2020.10.20/dist_6_frame_4.frame,273,448,0
2020.10.20/dist_6_frame_5.frame,214,271,0
2020.10.20/dist_6_frame_5.frame,273,271,0
2020.10.21/0_108.frame,804,389,0
2020.10.21/1_442.frame,686,212,8
2020.10.21/2 раковины.frame,627,94,0
2020.10.21/2 раковины.frame,804,94,0
2020.10.21/2 раковины.frame,509,507,0
2020.10.21/2 раковины.frame,627,507,0
2020.10.21/2_199.frame,110,112,1
2020.10.21/2_199.frame,509,507,0
2020.10.21/2_442.frame,79,257,8
2020.10.21/2_442.frame,82,259,8
2020.10.21/2_442.frame,435,52,9
2020.10.21/2_442.frame,332,448,0
2020.10.21/2_442.frame,450,507,0
2020.10.21/2_519.frame,745,212,0
2020.10.21/2_519.frame,804,212,0
2020.10.21/2_519.frame,214,271,0
2020.10.21/2_519.frame,332,389,0
2020.10.21/2_519.frame,273,448,0
2020.10.21/2_519.frame,450,507,0
2020.10.21/2_839.frame,155,153,0
2020.10.21/3_554.frame,804,389,0
2020.10.21/3_585.frame,568,153,0
2020.10.21/3_585.frame,273,212,0
2020.10.21/3_585.frame,450,271,0
2020.10.21/3_585.frame,155,330,0
2020.10.21/3_673.frame,391,94,0
2020.10.21/3_673.frame,155,153,0
2020.10.21/3_673.frame,450,153,0
2020.10.21/3_673.frame,273,330,0
2020.10.21/3_673.frame,391,330,0
2020.10.21/3_673.frame,568,389,0
2020.10.21/3_673.frame,332,448,0
2020.10.21/3_673.frame,686,448,0
2020.10.21/3_778.frame,218,436,0
2020.10.21/3_778.frame,155,389,0
2020.10.21/3_778.frame,804,389,0
2020.10.21/3_778.frame,273,448,0
2020.10.21/3_778.frame,332,507,0
2020.10.21/4_130.frame,745,448,0
2020.10.21/4_130.frame,745,507,0
2020.10.21/4_285.frame,427,306,0
2020.10.21/4_285.frame,664,485,0
2020.10.21/4_420.frame,450,271,0
2020.10.21/4_420.frame,332,448,0
2020.10.21/4_555.frame,686,94,0
2020.10.21/4_555.frame,686,153,0
2020.10.21/4_555.frame,155,271,0
2020.10.21/4_709.frame,79,394,0
2020.10.21/5_131.frame,332,389,0
2020.10.21/5_439.frame,494,86,1
2020.10.21/5_439.frame,491,188,1
2020.10.21/5_439.frame,505,310,1
2020.10.21/5_651.frame,760,209,1
2020.10.21/5_651.frame,765,470,1
2020.10.21/5_651.frame,142,277,1
2020.10.21/5_651.frame,565,287,1
2020.10.21/5_651.frame,336,122,1
2020.10.21/5_651.frame,589,491,1
2020.10.21/5_651.frame,137,523,1
2020.10.23/0_651.frame,312,319,0
2020.10.23/1_139.frame,391,94,0
2020.10.23/1_139.frame,450,271,0
2020.10.23/1_139.frame,155,330,0
2020.10.23/1_189.frame,620,296,0
2020.10.23/1_189.frame,450,94,0
2020.10.23/1_189.frame,332,153,0
2020.10.23/1_189.frame,627,153,0
2020.10.23/1_189.frame,686,389,0
2020.10.23/1_207.frame,407,281,1
2020.10.23/1_207.frame,403,112,1
2020.10.23/1_207.frame,296,86,1
2020.10.23/1_207.frame,627,389,0
2020.10.23/1_207.frame,273,507,0
2020.10.23/1_303.frame,215,206,0
2020.10.23/1_303.frame,493,459,0
2020.10.23/1_303.frame,568,94,0
2020.10.23/1_303.frame,450,153,0
2020.10.23/1_303.frame,568,271,0
2020.10.23/1_303.frame,627,271,0
2020.10.23/1_303.frame,804,271,0
2020.10.23/1_303.frame,509,448,0
2020.10.23/1_429.frame,394,319,0
2020.10.23/1_429.frame,568,94,0
2020.10.23/1_564.frame,711,237,0
2020.10.23/1_641.frame,431,328,0
2020.10.23/1_641.frame,332,271,0
2020.10.23/1_686.frame,711,158,0
2020.10.23/1_800.frame,627,330,0
2020.10.23/1_800.frame,627,507,0
2020.10.23/1_805.frame,460,288,0
2020.10.23/1_805.frame,745,94,0
2020.10.23/1_805.frame,804,212,0
2020.10.23/1_805.frame,686,389,0
2020.10.23/1_818.frame,319,159,0
2020.10.23/1_818.frame,332,94,0
2020.10.23/1_818.frame,332,212,0
2020.10.23/1_818.frame,627,271,0
2020.10.23/1_818.frame,273,389,0
2020.10.23/1_818.frame,568,389,0
2020.10.23/2_118.frame,196,374,0
2020.10.23/2_490.frame,225,312,0
2020.10.23/2_490.frame,391,94,0
2020.10.23/2_490.frame,745,212,0
2020.10.23/2_624.frame,693,306,8
2020.10.23/2_624.frame,509,94,0
2020.10.23/2_624.frame,450,212,0
2020.10.23/2_665.frame,870,239,0
2020.10.23/2_665.frame,509,94,0
2020.10.23/2_665.frame,273,153,0
2020.10.23/2_665.frame,568,330,0
2020.10.23/2_752.frame,332,389,0
2020.10.23/2_752.frame,450,389,0
2020.10.23/2_752.frame,155,448,0
2020.10.23/2_752.frame,627,448,0
2020.10.23/2_752.frame,627,507,0
2020.10.23/2_823.frame,686,94,0
2020.10.23/2_823.frame,686,330,0
2020.10.23/2_829.frame,627,448,0
2020.10.23/2_861.frame,686,94,0
2020.10.23/2_861.frame,804,271,0
2020.10.23/2_861.frame,214,389,0
2020.10.23/3_631.frame,539,130,0
2020.10.23/4_868.frame,214,43,0
2020.10.23/4_868.frame,214,153,0
2020.10.23/4_868.frame,391,507,0
2020.10.23/5_132.frame,418,98,1
2020.10.23/5_132.frame,430,267,1
2020.10.23/5_132.frame,434,371,1
2020.10.23/5_139.frame,454,92,1
2020.10.23/5_139.frame,447,167,1
2020.10.23/5_139.frame,451,258,1
2020.10.23/5_296.frame,401,423,1
2020.10.23/5_767.frame,462,71,0
2020.10.23/5_767.frame,391,94,0
2020.10.23/5_767.frame,450,212,0
2020.10.23/5_767.frame,273,389,0
2020.10.23/5_767.frame,155,448,0
2020.10.23/5_767.frame,509,448,0
2020.10.23/5_767.frame,568,507,0
2020.10.23/5_767.frame,686,507,0
2020.10.24/frame0003.frame,772,131,1
2020.10.24/frame0003.frame,776,325,1
2020.10.24/frame0003.frame,450,330,0
2020.10.24/frame0003.frame,273,389,0
2020.10.24/Труба 4/3_759.frame,301,162,1
2020.10.24/Труба 4/3_759.frame,745,212,0
2020.10.25/3_448.frame,453,451,0
2020.10.25/3_448.frame,474,467,0
2020.10.25/3_448.frame,245,312,0
2020.10.25/3_448.frame,509,153,0
2020.10.25/3_448.frame,391,448,0
2020.10.25/3_640.frame,804,271,0
2020.10.25/3_640.frame,450,330,0
2020.10.25/3_850.frame,509,448,0
2020.10.25/4_074.frame,804,448,0
2020.10.25/dist_17_frame_1.frame,274,210,1
2020.10.25/dist_17_frame_1.frame,272,273,1
2020.10.25/dist_17_frame_1.frame,331,272,1
2020.10.25/dist_17_frame_1.frame,274,332,1
2020.10.25/dist_17_frame_1.frame,364,158,1
2020.10.25/dist_17_frame_1.frame,337,511,1
2020.10.25/dist_17_frame_1.frame,277,505,1
2020.10.25/dist_1_frame_1.frame,477,82,0
2020.10.25/dist_20_frame_1.frame,496,154,1
2020.10.25/dist_20_frame_1.frame,666,528,1
